peak_ID,zv9_target,Z9_chr,Z9_start,Z9_end,G10_chr,G10_start,G10_end,G10_short_chr,G10_short_start,G10_short_end,GFP_score,noGFP_score,labels
GFP_NFR_fo_2743,si:dkeyp-98a7.1,chr22,26145245,26145389,chr22,25645000,25645144,chr22,25645053,25645177,5.37,3.46,PSAE
GFP_NFR_fo_2743,si:dkeyp-98a7.1,chr22,26145245,26145389,chr22,25645000,25645144,chr22,25644942,25645066,5.73,3.78,PSAE
GFP_NFR_fo_2744,si:dkeyp-98a7.1,chr22,26151970,26152119,chr22,25651725,25651874,chr22,25651807,25651931,5.63,2.79,PSAE
GFP_NFR_fo_2745,si:dkeyp-98a7.5,chr22,26236928,26237083,chr22,25651748,25651903,chr22,25651807,25651931,5.63,2.79,PSAE
GFP_NFR_fo_2746,pdgfaa,chr22,26635638,26635889,chr22,25934546,25934797,chr22,25934607,25934731,7.23,5.88,PSAE
GFP_NFR_fo_2747,capn1b,chr22,26910869,26911008,chr22,26299725,26299864,chr22,26299776,26299900,7.23,6.4,PSAE
GFP_NFR_fo_2748,capn1b,chr22,26911172,26911385,chr22,26300028,26300241,chr22,26300061,26300185,8.26,7.49,PSAE
GFP_NFR_fo_275,il11ra,chr10,13340259,13340434,chr10,13418350,13418525,chr10,13418349,13418473,6.3,4.93,PSAE
GFP_NFR_fo_2750,capn2b,chr22,26929654,26929778,chr22,26318435,26318559,chr22,26318447,26318570,5.74,4.18,PSAE
GFP_NFR_fo_2751,capn2b,chr22,26939673,26939755,chr22,26333027,26333109,chr22,26333015,26333140,5.63,3.97,PSAE
GFP_NFR_fo_2753,capn2l,chr22,27202627,27202761,chr22,26622801,26622935,chr22,26622807,26622931,5.06,3.55,PSAE
GFP_NFR_fo_2754,adcy9,chr22,27269107,27269491,chr22,26751386,26751770,chr22,26751603,26751727,6.99,4.91,PSAE
GFP_NFR_fo_2755,crebbpa,chr22,27301787,27302312,chr22,26807730,26808235,chr22,26807779,26807903,7.21,6.33,PSAE
GFP_NFR_fo_2756,si:dkey-44g23.5,chr22,27453673,27454120,chr22,26969118,26969565,chr22,26969253,26969377,6.82,5.98,PSAE
GFP_NFR_fo_2757,zgc:123060,chr22,28717341,28717543,chr4,61679773,61679975,chr4,61679780,61679904,6.88,4.32,PSAE
GFP_NFR_fo_2759,zgc:123060,chr22,29192657,29192724,chr4,68480337,68480404,chr4,68480308,68480432,4.62,2.94,PSAE
GFP_NFR_fo_276,il11ra,chr10,13341755,13342089,chr10,13419846,13420180,chr10,13419977,13420101,6.19,5.14,PSAE
GFP_NFR_fo_2761,si:ch211-171l17.2,chr22,29712973,29713030,chr4,68122756,68122813,chr4,68122708,68122832,5.16,3.76,PSAE
GFP_NFR_fo_2762,mxi1,chr22,33031942,33032156,chr22,30393072,30393286,chr22,30393133,30393257,6.38,4.69,PSAE
GFP_NFR_fo_2763,mxi1,chr22,33033569,33033745,chr22,30394699,30394875,chr22,30394706,30394830,6.21,4.8,PSAE
GFP_NFR_fo_2764,mxi1,chr22,33044196,33044371,chr22,30405326,30405501,chr22,30405369,30405493,6.09,4.1,PSAE
GFP_NFR_fo_2765,mxi1,chr22,33045398,33045573,chr22,30406528,30406703,chr22,30406563,30406687,6.44,4.99,PSAE
GFP_NFR_fo_2766,zgc:171679,chr22,33136484,33136936,chr22,30497614,30498066,chr22,30497676,30497800,7,6.16,PSAE
GFP_NFR_fo_2767,zgc:171679,chr22,33150481,33150582,chr22,30511611,30511712,chr22,30511581,30511705,5.83,4.39,PSAE
GFP_NFR_fo_2768,zgc:171679,chr22,33150711,33150887,chr22,30511841,30512017,chr22,30511913,30512037,6.14,4.84,PSAE
GFP_NFR_fo_2769,zgc:171679,chr22,33166358,33166511,chr22,30527488,30527641,chr22,30527484,30527608,6.78,5.88,PSAE
GFP_NFR_fo_277,si:ch211-95j8.2,chr10,15075838,15076018,chr10,15089145,15089325,chr10,15089159,15089283,6.43,2.82,PSAE
GFP_NFR_fo_2770,rbm15b,chr22,35089753,35089842,chr22,32329450,32329539,chr22,32329445,32329569,5.88,4.22,PSAE
GFP_NFR_fo_2771,dag1,chr22,35708153,35708312,chr22,32884769,32884928,chr22,32884827,32884951,6.73,5.81,PSAE
GFP_NFR_fo_2772,rnf123,chr22,37251858,37252098,chr22,34421358,34421598,chr22,34421394,34421518,5.61,4.52,PSAE
GFP_NFR_fo_2773,rnf123,chr22,37447365,37447519,chr22,34621981,34622135,chr22,34621985,34622109,6.11,5.17,PSAE
GFP_NFR_fo_2774,rnf123,chr22,37471265,37471723,chr22,34645546,34646004,chr22,34645749,34645873,8.34,7.03,PSAE
GFP_NFR_fo_2775,kcnip2,chr22,37843290,37843608,chr22,35028170,35028488,chr22,35028342,35028466,5.97,4.77,PSAE
GFP_NFR_fo_2776,pfn2,chr22,38052041,38052327,chr22,35190759,35191045,chr22,35190838,35190962,6.92,5.72,PSAE
GFP_NFR_fo_2777,pfn2,chr22,38075163,38075368,chr22,35213881,35214086,chr22,35213929,35214053,6.98,4.78,PSAE
GFP_NFR_fo_2778,zgc:171550,chr22,38829334,38829562,chr22,35922279,35922507,chr22,35922305,35922429,6.08,4.96,PSAE
GFP_NFR_fo_2779,zgc:171550,chr22,38863035,38863320,chr22,36009849,36010134,chr22,36009874,36009998,6.63,5.72,PSAE
GFP_NFR_fo_278,si:ch211-95j8.2,chr10,15077225,15077543,chr10,15090532,15090850,chr10,15090673,15090797,6.94,3.98,PSAE
GFP_NFR_fo_2780,zgc:110289,chr22,38956768,38956858,chr22,36170708,36170798,chr22,36170703,36170827,5.51,3.29,PSAE
GFP_NFR_fo_2781,zgc:110289,chr22,38968991,38969336,chr22,36158695,36159040,chr22,36158797,36158921,7.9,6.92,PSAE
GFP_NFR_fo_2782,zgc:110289,chr22,38971127,38971286,chr22,36156745,36156904,chr22,36156754,36156878,6.53,5.39,PSAE
GFP_NFR_fo_2783,zgc:110289,chr22,39472506,39472937,chr22,36619279,36619710,chr22,36619377,36619501,7.32,4.99,PSAE
GFP_NFR_fo_2784,b3gnt7,chr22,39492539,39492698,chr22,36639312,36639471,chr22,36639375,36639499,6.41,3.41,PSAE
GFP_NFR_fo_2786,b3gnt7,chr22,39534401,39534703,chr22,36683151,36683453,chr22,36683244,36683368,7.15,6.05,PSAE
GFP_NFR_fo_2787,si:dkey-37m8.10,chr22,39690610,39690770,chr22,36867243,36867403,chr22,36867276,36867400,5.75,4.41,PSAE
GFP_NFR_fo_2788,sox2,chr22,40238507,40238766,chr22,37216282,37216541,chr22,37216355,37216479,6.73,5.57,PSAE
GFP_NFR_fo_2789,sox2,chr22,40244069,40244273,chr22,37210775,37210979,chr22,37210793,37210917,6.65,5.58,PSAE
GFP_NFR_fo_279,si:ch211-95j8.2,chr10,15082093,15082317,chr10,15095400,15095624,chr10,15095439,15095563,7.85,6.42,PSAE
GFP_NFR_fo_2790,wwtr1,chr22,41048681,41048965,chr22,38136982,38137266,chr22,38137047,38137171,7.17,6.35,PSAE
GFP_NFR_fo_2791,gmppb,chr22,42131228,42131417,chr22,39098733,39098922,chr22,39098684,39098808,6.9,5.3,PSAE
GFP_NFR_fo_2792,twist3,chr23,14999,15280,chr23,100693,100974,chr23,100810,100934,7.1,5.89,PSAE
GFP_NFR_fo_2793,twist3,chr23,61779,62224,chr23,53749,54194,chr23,53936,54060,7.34,5.54,PSAE
GFP_NFR_fo_2794,twist3,chr23,65501,65723,chr23,46968,47190,chr23,46978,47102,6.72,5.89,PSAE
GFP_NFR_fo_2795,twist3,chr23,66914,67799,chr23,44892,45777,chr23,45228,45352,7.19,4.76,PSAE
GFP_NFR_fo_2799,zgc:153351,chr23,154597,154722,chr23,120518,120643,chr23,120474,120598,5.29,3.99,PSAE
GFP_NFR_fo_28,cnppd1,chr1,5030335,5030442,chr1,5468897,5469004,chr1,5468860,5468984,5.61,4.05,PSAE
GFP_NFR_fo_280,si:ch211-95j8.2,chr10,15085773,15085946,chr10,15099080,15099253,chr10,15099061,15099185,6.08,2.95,PSAE
GFP_NFR_fo_2800,zgc:153351,chr23,224100,224542,chr23,185211,185653,chr23,185418,185542,7.43,5.94,PSAE
GFP_NFR_fo_2801,taf11,chr23,310455,310888,chr23,281446,281879,chr23,281517,281641,7.49,4.47,PSAE
GFP_NFR_fo_2802,taf11,chr23,311937,312126,chr23,282928,283117,chr23,282977,283101,6.24,4.63,PSAE
GFP_NFR_fo_2803,taf11,chr23,342751,342892,chr23,313742,313883,chr23,313713,313837,5.65,4.18,PSAE
GFP_NFR_fo_2804,ap4b1,chr23,362936,363126,chr23,333927,334117,chr23,333927,334051,5.68,3.96,PSAE
GFP_NFR_fo_2806,si:ch73-96b22.1,chr23,982140,982329,chr23,963394,963583,chr23,963440,963564,6.81,4.79,PSAE
GFP_NFR_fo_2807,si:ch73-96b22.2,chr23,1026994,1027491,chr23,1008248,1008745,chr23,1008414,1008538,8.25,7.07,PSAE
GFP_NFR_fo_2808,slc34a2b,chr23,1177341,1177549,chr23,1188896,1189104,chr23,1188944,1189068,7.06,4.95,PSAE
GFP_NFR_fo_2809,slc34a2b,chr23,1178472,1178878,chr23,1187567,1187973,chr23,1187751,1187875,7.53,6.59,PSAE
GFP_NFR_fo_281,spp1,chr10,15213137,15213300,chr10,15226444,15226607,chr10,15226445,15226569,7.02,5.58,PSAE
GFP_NFR_fo_2810,slc34a2b,chr23,1215948,1216163,chr23,1173821,1174036,chr23,1173856,1173980,7.15,4.11,PSAE
GFP_NFR_fo_2811,slc34a2b,chr23,1232326,1232501,chr23,1210765,1210940,chr23,1210776,1210900,6.15,2.55,PSAE
GFP_NFR_fo_2812,tgm1,chr23,1741451,1741874,chr23,1709636,1710059,chr23,1709866,1709990,7.32,5.03,PSAE
GFP_NFR_fo_2813,tgm1,chr23,1742019,1742239,chr23,1710204,1710424,chr23,1710251,1710375,6.75,4.7,PSAE
GFP_NFR_fo_2814,tgm1,chr23,1753460,1753607,chr23,1721645,1721792,chr23,1721656,1721780,5.79,3.82,PSAE
GFP_NFR_fo_2816,cc2d2a,chr23,2163980,2164536,chr23,2211043,2211599,chr23,2211224,2211348,7.05,5.89,PSAE
GFP_NFR_fo_2817,snai1b,chr23,2543961,2544135,chr23,2590829,2591003,chr23,2590859,2590983,6,4.37,PSAE
GFP_NFR_fo_2818,snai1b,chr23,2545324,2545412,chr23,2592192,2592280,chr23,2592177,2592301,5.33,3.95,PSAE
GFP_NFR_fo_2819,snai1b,chr23,2548362,2548595,chr23,2595230,2595463,chr23,2595292,2595416,6.56,5.14,PSAE
GFP_NFR_fo_282,erbb2ip,chr10,15520436,15520627,chr10,15533743,15533934,chr10,15533789,15533913,6.81,5.82,PSAE
GFP_NFR_fo_2820,mafba,chr23,3289994,3290450,chr23,3331938,3332394,chr23,3332095,3332219,6.46,4.7,PSAE
GFP_NFR_fo_2821,hmga1a,chr23,3769355,3769768,chr23,3812710,3813123,chr23,3812772,3812896,8.11,7,PSAE
GFP_NFR_fo_2822,hmga1a,chr23,3777314,3777512,chr23,3820669,3820867,chr23,3820717,3820841,6.91,6.03,PSAE
GFP_NFR_fo_2823,slc9a8,chr23,4035267,4035503,chr23,4039770,4040006,chr23,4039800,4039924,6.48,4.09,PSAE
GFP_NFR_fo_2824,b4galt5,chr23,4115884,4116077,chr23,4126955,4127148,chr23,4126971,4127095,6.41,3.21,PSAE
GFP_NFR_fo_2826,nup210,chr23,4514548,4514744,chr23,4524472,4524668,chr23,4524513,4524637,6.29,3.87,PSAE
GFP_NFR_fo_2827,taz,chr23,4979846,4979976,chr23,4988545,4988675,chr23,4988556,4988680,5.86,4.3,PSAE
GFP_NFR_fo_2828,smpd2,chr23,5547952,5548276,chr23,5564692,5565016,chr23,5564769,5564893,7.99,6.78,PSAE
GFP_NFR_fo_2829,smpd2,chr23,5553623,5553930,chr23,5570363,5570670,chr23,5570461,5570585,6.75,4.19,PSAE
GFP_NFR_fo_283,erbb2ip,chr10,15520744,15521042,chr10,15534051,15534349,chr10,15534135,15534259,7.45,6.61,PSAE
GFP_NFR_fo_2830,csrp1a,chr23,5889640,5889839,chr23,5905801,5906000,chr23,5905814,5905938,6.22,5.26,PSAE
GFP_NFR_fo_2831,csrp1a,chr23,6031054,6031429,chr23,6047070,6047445,chr23,6047426,6047550,6.82,5.69,PSAE
GFP_NFR_fo_2832,csrp1a,chr23,6031504,6031798,chr23,6047520,6047814,chr23,6047426,6047550,6.82,5.69,PSAE
GFP_NFR_fo_2833,bmp7b,chr23,6572846,6573334,chr23,6588061,6588549,chr23,6588121,6588245,7.43,6.28,PSAE
GFP_NFR_fo_2834,rbm38,chr23,6649404,6649742,chr23,6664619,6664957,chr23,6664660,6664784,7.28,5.84,PSAE
GFP_NFR_fo_2835,rbm38,chr23,6664494,6664692,chr23,6679709,6679907,chr23,6679688,6679812,5.59,3.93,PSAE
GFP_NFR_fo_2836,gata5,chr23,7423448,7423626,chr23,7415911,7416089,chr23,7415945,7416069,6.23,4.95,PSAE
GFP_NFR_fo_2837,gata5,chr23,7423737,7423839,chr23,7416200,7416302,chr23,7416167,7416291,6.23,4.99,PSAE
GFP_NFR_fo_2838,hck,chr23,7544377,7544812,chr23,7536840,7537275,chr23,7536888,7537012,6.99,4.61,PSAE
GFP_NFR_fo_2839,pofut1,chr23,7759536,7759758,chr23,7751999,7752221,chr23,7752064,7752188,7.62,6.74,PSAE
GFP_NFR_fo_284,erbb2ip,chr10,15529720,15530082,chr10,15543027,15543389,chr10,15543079,15543203,7.43,6.31,PSAE
GFP_NFR_fo_2840,rgs19,chr23,8761867,8762231,chr23,8721218,8721582,chr23,8721373,8721497,7.3,6.39,PSAE
GFP_NFR_fo_2841,rgs19,chr23,8786036,8786311,chr23,8744177,8744452,chr23,8744254,8744378,7.59,6.61,PSAE
GFP_NFR_fo_2842,soga1,chr23,9584304,9584443,chr23,9542445,9542584,chr23,9542450,9542574,5.97,4.94,PSAE
GFP_NFR_fo_2843,osbpl2b,chr23,9618538,9618931,chr23,9576679,9577072,chr23,9576880,9577004,7.89,6.15,PSAE
GFP_NFR_fo_2844,adrm1,chr23,9718187,9718427,chr23,9676328,9676568,chr23,9676368,9676492,6.58,4.68,PSAE
GFP_NFR_fo_2845,adrm1,chr23,9723876,9724235,chr23,9682017,9682376,chr23,9682210,9682334,6.01,4.8,PSAE
GFP_NFR_fo_2846,krt5,chr23,10283795,10284600,chr23,10241936,10242741,chr23,10242503,10242627,8.18,6.67,PSAE
GFP_NFR_fo_2847,krt5,chr23,10312144,10312435,chr23,10270285,10270576,chr23,10270354,10270478,5.54,2.93,PSAE
GFP_NFR_fo_2848,krt8,chr23,10359717,10359881,chr23,10318519,10318683,chr23,10318565,10318689,6.48,5.34,PSAE
GFP_NFR_fo_2849,krt8,chr23,10362495,10362731,chr23,10321297,10321533,chr23,10321326,10321450,6.4,4.76,PSAE
GFP_NFR_fo_285,zfand5b,chr10,15628120,15628250,chr10,15641427,15641557,chr10,15641413,15641537,6.08,4.36,PSAE
GFP_NFR_fo_2850,krt8,chr23,10384106,10384370,chr23,10342908,10343172,chr23,10342976,10343100,6.81,3.97,PSAE
GFP_NFR_fo_2851,tenc1a,chr23,10671813,10672030,chr23,10630615,10630832,chr23,10630671,10630795,5.95,4.4,PSAE
GFP_NFR_fo_2852,pdzrn3a,chr23,11057968,11058067,chr23,11016770,11016869,chr23,11016740,11016864,4.76,3.28,PSAE
GFP_NFR_fo_2853,wfdc2,chr23,12500911,12501036,chr23,12459713,12459838,chr23,12459722,12459846,5.54,4.34,PSAE
GFP_NFR_fo_2854,snx21,chr23,12569379,12569577,chr23,12528181,12528379,chr23,12528175,12528299,6.18,4,PSAE
GFP_NFR_fo_2855,snx21,chr23,12635962,12636135,chr23,12594764,12594937,chr23,12594754,12594878,5.51,4.05,PSAE
GFP_NFR_fo_2856,zbtb46,chr23,13789265,13789501,chr23,13921198,13921434,chr23,13921244,13921368,7.32,6.56,PSAE
GFP_NFR_fo_2858,birc7,chr23,14476853,14477060,chr23,14608786,14608993,chr23,14608846,14608970,6.08,4.99,PSAE
GFP_NFR_fo_2859,si:dkey-210i3.1,chr23,17209046,17209159,chr23,17111985,17112098,chr23,17111950,17112074,5.35,3.34,PSAE
GFP_NFR_fo_286,tjp2a,chr10,15908061,15908217,chr10,15921368,15921524,chr10,15921375,15921499,6.93,5.71,PSAE
GFP_NFR_fo_2860,ptk6b,chr23,17525470,17525862,chr23,17428409,17428801,chr23,17428642,17428766,7.63,6.33,PSAE
GFP_NFR_fo_2861,chia.6,chr23,18114211,18114462,chr23,18017150,18017401,chr23,18017184,18017308,5.7,4.16,PSAE
GFP_NFR_fo_2862,cox4i2,chr23,19247107,19247193,chr23,19032214,19032300,chr23,19032173,19032297,5.96,4.24,PSAE
GFP_NFR_fo_2863,cox4i2,chr23,19247754,19248326,chr23,19032861,19033433,chr23,19032986,19033110,7.94,6.82,PSAE
GFP_NFR_fo_2864,bcl2l1,chr23,19252160,19252369,chr23,19037267,19037476,chr23,19037333,19037457,6.74,5.63,PSAE
GFP_NFR_fo_2865,bcl2l1,chr23,19299099,19299228,chr23,19084206,19084335,chr23,19084215,19084339,5.71,2.98,PSAE
GFP_NFR_fo_2866,kctd6b,chr23,19964229,19964402,chr23,19749336,19749509,chr23,19749394,19749518,7.53,6.79,PSAE
GFP_NFR_fo_2867,dnase1l3,chr23,19989957,19990224,chr23,19775064,19775331,chr23,19775130,19775254,7.81,5.61,PSAE
GFP_NFR_fo_2868,rpl10,chr23,20025879,20026113,chr23,19810986,19811220,chr23,19810980,19811104,5.59,4.21,PSAE
GFP_NFR_fo_2869,flna,chr23,20056134,20056688,chr23,19841241,19841795,chr23,19841554,19841678,8.27,7.32,PSAE
GFP_NFR_fo_287,chsy3,chr10,16649829,16649942,chr10,16740986,16741099,chr10,16741023,16741147,5.99,3.98,PSAE
GFP_NFR_fo_2870,flna,chr23,20100672,20100910,chr23,19885779,19886017,chr23,19885840,19885964,8,6.79,PSAE
GFP_NFR_fo_2872,atp2b3b,chr23,20205791,20205890,chr23,19990898,19990997,chr23,19990870,19990994,4.76,2.96,PSAE
GFP_NFR_fo_2873,lrrc23,chr23,20431215,20431429,chr23,20216322,20216536,chr23,20216397,20216521,7.34,6.28,PSAE
GFP_NFR_fo_2874,slc35c2,chr23,20742664,20742800,chr23,20527771,20527907,chr23,20527835,20527959,5.92,4.83,PSAE
GFP_NFR_fo_2875,phc2a,chr23,22410053,22410418,chr23,22189360,22189725,chr23,22189482,22189606,7.85,5.96,PSAE
GFP_NFR_fo_2877,rap1gap,chr23,22572006,22572200,chr23,22351313,22351507,chr23,22351306,22351430,6.53,5.49,PSAE
GFP_NFR_fo_2878,gpr157,chr23,22879189,22879461,chr23,22658496,22658768,chr23,22658524,22658648,6.4,4.78,PSAE
GFP_NFR_fo_288,depdc5,chr10,16951060,16951434,chr10,17241651,17242025,chr10,17241753,17241877,7.12,3.91,PSAE
GFP_NFR_fo_2880,samd11,chr23,23327963,23328169,chr23,23107270,23107476,chr23,23107323,23107447,6.71,5.19,PSAE
GFP_NFR_fo_2881,samd11,chr23,23456845,23456990,chr23,23236152,23236297,chr23,23236198,23236322,5.78,4.6,PSAE
GFP_NFR_fo_2882,her9,chr23,23552957,23553148,chr23,23332264,23332455,chr23,23332311,23332435,6.09,4.27,PSAE
GFP_NFR_fo_2883,agrn,chr23,23971860,23972050,chr23,23778998,23779188,chr23,23779015,23779139,6.39,3.91,PSAE
GFP_NFR_fo_2884,ttll10,chr23,24354442,24354697,chr23,24141008,24141263,chr23,24141074,24141198,6.94,5.9,PSAE
GFP_NFR_fo_2885,ttll10,chr23,24354751,24355252,chr23,24141317,24141818,chr23,24141445,24141569,7.88,6.6,PSAE
GFP_NFR_fo_2886,ttll10,chr23,24358194,24358792,chr23,24144760,24145358,chr23,24145114,24145238,7.01,5.82,PSAE
GFP_NFR_fo_2887,ttll10,chr23,24365719,24366034,chr23,24152285,24152600,chr23,24152368,24152492,7.11,5.18,PSAE
GFP_NFR_fo_2888,ttll10,chr23,24368264,24368463,chr23,24154830,24155029,chr23,24154863,24154987,6.94,5.88,PSAE
GFP_NFR_fo_2889,fam131c,chr23,24662608,24662747,chr23,24448917,24449056,chr23,24448940,24449064,6,4.07,PSAE
GFP_NFR_fo_289,fam166b,chr10,17058708,17058891,chr10,17134194,17134377,chr10,17134226,17134350,6.27,4.08,PSAE
GFP_NFR_fo_2890,fam131c,chr23,24675371,24675522,chr23,24461660,24461811,chr23,24461696,24461820,6.04,4.66,PSAE
GFP_NFR_fo_2891,atp13a2,chr23,24829142,24829250,chr23,24615262,24615370,chr23,24615295,24615419,5.8,4.71,PSAE
GFP_NFR_fo_2892,kansl2,chr23,24906781,24907149,chr23,24692901,24693269,chr23,24693007,24693131,6.71,5.46,PSAE
GFP_NFR_fo_2894,fam132a,chr23,25003617,25003733,chr23,24789737,24789853,chr23,24789700,24789824,6.45,5.56,PSAE
GFP_NFR_fo_2895,im:7152756,chr23,25452600,25452757,chr23,25238720,25238877,chr23,25238736,25238860,6.22,5.17,PSAE
GFP_NFR_fo_2896,im:7152756,chr23,25453843,25453962,chr23,25239963,25240082,chr23,25240008,25240132,5.32,3.92,PSAE
GFP_NFR_fo_2897,erbb3b,chr23,25493865,25494251,chr23,25279985,25280371,chr23,25280142,25280266,6.38,4.33,PSAE
GFP_NFR_fo_2898,pa2g4b,chr23,25559700,25559854,chr23,25345820,25345974,chr23,25345875,25345999,5.49,3.62,PSAE
GFP_NFR_fo_2899,atp6ap1b,chr23,26392194,26392345,chr23,26178314,26178465,chr23,26178331,26178455,6.03,3.51,PSAE
GFP_NFR_fo_29,grapb,chr1,7179293,7179480,chr1,7468202,7468389,chr1,7468319,7468443,5.84,4.58,PSAE
GFP_NFR_fo_290,nt5c2l1,chr10,17514890,17515082,chr10,17527236,17527428,chr10,17527208,17527332,6.11,4.89,PSAE
GFP_NFR_fo_2900,ptpn22,chr23,26429613,26429750,chr23,26215733,26215870,chr23,26215765,26215889,6.1,2.9,PSAE
GFP_NFR_fo_2901,ptpn22,chr23,26441948,26442092,chr23,26228068,26228212,chr23,26228051,26228175,5.18,3.7,PSAE
GFP_NFR_fo_2902,ptpn22,chr23,26442570,26442704,chr23,26228590,26228724,chr23,26228587,26228711,5.27,3.86,PSAE
GFP_NFR_fo_2903,si:ch73-206d17.1,chr23,26690291,26690427,chr23,26523113,26523249,chr23,26523112,26523236,5.87,3.76,PSAE
GFP_NFR_fo_2904,si:ch73-206d17.1,chr23,26697952,26698180,chr23,26530774,26531002,chr23,26530807,26530931,6.09,4.89,PSAE
GFP_NFR_fo_2905,si:ch73-206d17.1,chr23,26698524,26698945,chr23,26531346,26531767,chr23,26531401,26531525,7.96,6.83,PSAE
GFP_NFR_fo_2906,si:ch73-206d17.1,chr23,26701969,26702235,chr23,26534791,26535057,chr23,26534864,26534988,7,5.36,PSAE
GFP_NFR_fo_2907,si:ch73-206d17.1,chr23,26711780,26711884,chr23,26544602,26544706,chr23,26544585,26544709,4.85,2.94,PSAE
GFP_NFR_fo_2908,zgc:158263,chr23,26993068,26993185,chr23,26825890,26826007,chr23,26825860,26825984,5.58,3.21,PSAE
GFP_NFR_fo_2909,galnt6,chr23,27001838,27002009,chr23,26834660,26834831,chr23,26834696,26834820,6.18,4.46,PSAE
GFP_NFR_fo_291,pigo,chr10,17773098,17773166,chr10,17785444,17785512,chr10,17785400,17785524,6.23,4.45,PSAE
GFP_NFR_fo_2910,galnt6,chr23,27016051,27016459,chr23,26848873,26849281,chr23,26848972,26849096,6.89,3.28,PSAE
GFP_NFR_fo_2911,galnt6,chr23,27025313,27025464,chr23,26858135,26858286,chr23,26858091,26858215,6.44,5.34,PSAE
GFP_NFR_fo_2912,si:dkey-157g16.6,chr23,27428663,27428849,chr23,27261485,27261671,chr23,27261479,27261603,5.89,3.93,PSAE
GFP_NFR_fo_2913,si:dkey-157g16.6,chr23,27444352,27444777,chr23,27277174,27277599,chr23,27277354,27277478,7.43,6.6,PSAE
GFP_NFR_fo_2914,dip2ba,chr23,27642236,27642509,chr23,27475058,27475331,chr23,27475120,27475244,6.18,5.06,PSAE
GFP_NFR_fo_2915,acvr1b,chr23,28054446,28054708,chr23,27887268,27887530,chr23,27887356,27887480,7.7,6.34,PSAE
GFP_NFR_fo_2916,zgc:153867,chr23,28644186,28644394,chr23,28474753,28474961,chr23,28474757,28474881,5.64,3.83,PSAE
GFP_NFR_fo_2917,huwe1,chr23,28696527,28696668,chr23,28527094,28527235,chr23,28527110,28527234,4.87,3.41,PSAE
GFP_NFR_fo_2918,srm,chr23,28956453,28956567,chr23,28787020,28787134,chr23,28787003,28787127,5.66,3.81,PSAE
GFP_NFR_fo_2919,kif1b,chr23,29742019,29742331,chr23,29572586,29572898,chr23,29572662,29572786,7.16,6.29,PSAE
GFP_NFR_fo_292,pigo,chr10,17773307,17773443,chr10,17785653,17785789,chr10,17785648,17785772,5.92,4.33,PSAE
GFP_NFR_fo_2921,clstn1,chr23,29939586,29939651,chr23,29770153,29770218,chr23,29770128,29770252,5.43,3.63,PSAE
GFP_NFR_fo_2922,slc25a33,chr23,30107195,30107380,chr23,29942276,29942461,chr23,29942329,29942453,5.71,3.74,PSAE
GFP_NFR_fo_2923,zgc:162431,chr23,30279570,30279929,chr23,30114460,30114819,chr23,30114535,30114659,6.5,4.25,PSAE
GFP_NFR_fo_2924,hmgn3,chr23,31606343,31606523,chr23,31441233,31441413,chr23,31441272,31441396,5.8,3.72,PSAE
GFP_NFR_fo_2925,cmyb,chr23,32090578,32090731,chr23,31925468,31925621,chr23,31925475,31925599,5.67,3.31,PSAE
GFP_NFR_fo_2926,zgc:153910,chr23,32111152,32111290,chr23,31946042,31946180,chr23,31946070,31946194,5.68,4.4,PSAE
GFP_NFR_fo_2927,zgc:153910,chr23,32120309,32120580,chr23,31955199,31955470,chr23,31955288,31955412,6.69,5.16,PSAE
GFP_NFR_fo_2928,zgc:153910,chr23,32123633,32123840,chr23,31958523,31958730,chr23,31958544,31958668,6.48,5.05,PSAE
GFP_NFR_fo_2929,ormdl2,chr23,32195601,32196192,chr23,32030491,32031082,chr23,32030740,32030864,7.49,6.25,PSAE
GFP_NFR_fo_293,prkab1a,chr10,17986535,17986629,chr10,17998881,17998975,chr10,17998841,17998965,5.05,3.22,PSAE
GFP_NFR_fo_2930,si:ch211-226m16.3,chr23,33503463,33503733,chr23,33363261,33363531,chr23,33363332,33363456,7.47,6.66,PSAE
GFP_NFR_fo_2931,si:ch211-226m16.2,chr23,33559440,33559537,chr23,33419238,33419335,chr23,33419233,33419357,5.6,2.64,PSAE
GFP_NFR_fo_2932,si:ch211-226m16.2,chr23,33564607,33564747,chr23,33424405,33424545,chr23,33424369,33424493,6.84,6.02,PSAE
GFP_NFR_fo_2933,rapgef3,chr23,33601956,33602154,chr23,33461754,33461952,chr23,33461806,33461930,5.94,3.81,PSAE
GFP_NFR_fo_2934,rapgef3,chr23,33602462,33602602,chr23,33462260,33462400,chr23,33462321,33462445,6.59,3.02,PSAE
GFP_NFR_fo_2935,itga5,chr23,33766940,33767231,chr23,33626738,33627029,chr23,33626837,33626961,5.95,4.38,PSAE
GFP_NFR_fo_2936,fam50a,chr23,34317086,34317355,chr23,34079033,34079302,chr23,34079069,34079193,7.09,4.54,PSAE
GFP_NFR_fo_2937,sars,chr23,34348207,34348353,chr23,34110154,34110300,chr23,34110171,34110295,6.16,2.95,PSAE
GFP_NFR_fo_2938,nr1d4a,chr23,35900467,35900918,chr23,35750120,35750571,chr23,35750168,35750292,6.86,4.41,PSAE
GFP_NFR_fo_2939,rarga,chr23,35955754,35956179,chr23,35805407,35805832,chr23,35805511,35805635,7.09,6.19,PSAE
